所有權人;管理者;行政區;段小段;地號;面積;分母;分子;持分面積;使用分區
中華民國;財政部國有財產署;松山區;寶清段一小段;00510083;459;1;1;459;第三之一種住宅區
中華民國;財政部國有財產署;松山區;寶清段一小段;00510084;13;1;1;13;第三之一種住宅區
中華民國;財政部國有財產署;松山區;寶清段一小段;00530000;101;1;1;101;第三種住宅區
中華民國;財政部國有財產署;松山區;寶清段一小段;00530018;100;1;1;100;第三種住宅區
中華民國;財政部國有財產署;松山區;寶清段一小段;00530019;1;1;1;1;第三種住宅區
中華民國;財政部國有財產署;松山區;寶清段一小段;01610000;36;1;1;36;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段一小段;01610003;13;1;1;13;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段一小段;01610004;8;1;1;8;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段一小段;01620000;104.5;1;1;104.5;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段一小段;01620003;8;1;1;8;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段一小段;01620004;6;1;1;6;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段一小段;01620006;4.5;1;1;4.5;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段一小段;01630000;28;1;1;28;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段一小段;01880000;31;108;1;0.287037037;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段一小段;01890000;93;1;1;93;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段一小段;01900002;6;1;1;6;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段一小段;01920001;38;72;61;32.19444444;第三種住宅區
中華民國;財政部國有財產署;松山區;寶清段一小段;01930000;5;288;217;3.767361111;第三之二種住宅區
中華民國;財政部國有財產署;松山區;寶清段一小段;01930001;83;288;217;62.53819444;第三種住宅區
中華民國;財政部國有財產署;松山區;寶清段一小段;01940000;44;108;25;10.18518519;第三之二種住宅區
中華民國;財政部國有財產署;松山區;寶清段一小段;02060003;25;1;1;25;第三之二種住宅區
中華民國;財政部國有財產署;松山區;寶清段一小段;02250001;11;576;337;6.435763889;第三種住宅區
中華民國;財政部國有財產署;松山區;寶清段一小段;02260000;93;1;1;93;第三種住宅區
中華民國;財政部國有財產署;松山區;寶清段一小段;02330000;32;1;1;32;第三種住宅區
中華民國;財政部國有財產署;松山區;寶清段一小段;02610000;103;1;1;103;第三之一種住宅區
中華民國;財政部國有財產署;松山區;寶清段一小段;02610004;32;1;1;32;第三之一種住宅區
中華民國;財政部國有財產署;松山區;寶清段一小段;02610005;36;1;1;36;第三之一種住宅區
中華民國;財政部國有財產署;松山區;寶清段一小段;02720000;49;108;13;5.898148148;第三之一種住宅區
中華民國;財政部國有財產署;松山區;寶清段一小段;04420000;96;2;1;48;第三種住宅區
中華民國;財政部國有財產署;松山區;寶清段一小段;04460000;1;72;25;0.347222222;第三種住宅區
中華民國;財政部國有財產署;松山區;寶清段一小段;04500000;10;72;25;3.472222222;第三種住宅區
中華民國;財政部國有財產署;松山區;寶清段一小段;04530000;10;72;25;3.472222222;第三種住宅區
中華民國;財政部國有財產署;松山區;寶清段一小段;04540000;9;72;25;3.125;第三種住宅區
中華民國;財政部國有財產署;松山區;寶清段一小段;04860000;12;1;1;12;第三種住宅區
中華民國;財政部國有財產署;松山區;寶清段一小段;05520003;9;1;1;9;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段一小段;05580000;15;1;1;15;第三種住宅區
中華民國;財政部國有財產署;松山區;寶清段一小段;06190001;79.25;1;1;79.25;第貳種工業區
中華民國;財政部國有財產署;松山區;寶清段一小段;06200000;222.26;1;1;222.26;第貳種工業區
中華民國;財政部國有財產署;松山區;寶清段二小段;00450001;54;10000;8942;48.2868;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段二小段;00680001;1;1;1;1;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段二小段;00680004;1;1;1;1;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段二小段;00690002;10;2;1;5;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段二小段;01390000;17;10000;233;0.3961;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段二小段;01680000;255;15;2;34;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段二小段;02050016;64;1;1;64;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段二小段;02380005;16;1;1;16;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段二小段;02380008;17;1;1;17;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段二小段;02380009;18.6;1;1;18.6;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段二小段;02380010;8;1;1;8;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段二小段;02380011;23;1;1;23;第三種商業區但是否在交通用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)
中華民國;財政部國有財產署;松山區;寶清段二小段;02380014;9.4;1;1;9.4;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段二小段;02630000;57;1;1;57;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段二小段;02630010;47;1;1;47;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段二小段;02630011;63;1;1;63;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段二小段;02830001;22;1;1;22;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段二小段;02860000;2;1;1;2;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段二小段;02940000;52;1;1;52;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段二小段;02940001;24;1;1;24;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段二小段;02980004;179;1;1;179;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段二小段;03080002;4;1;1;4;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段二小段;03080018;15;1;1;15;第三種商業區
中華民國;財政部國有財產署;松山區;寶清段三小段;05520000;172;1;1;172;第三之一種住宅區
中華民國;財政部國有財產署;松山區;寶清段三小段;05520001;161;1;1;161;第三種住宅區
中華民國;國防部政治作戰局;松山區;寶清段三小段;06330000;51;1;1;51;第三種住宅區
中華民國;國防部政治作戰局;松山區;寶清段三小段;06330003;571;1;1;571;第三種住宅區
中華民國;國防部政治作戰局;松山區;寶清段三小段;06340000;23;1;1;23;第三種住宅區
中華民國;國防部政治作戰局;松山區;寶清段三小段;06340003;231;1;1;231;第三種住宅區
中華民國;財政部國有財產署;松山區;寶清段三小段;06350000;86;1;1;86;第三種住宅區
中華民國;財政部國有財產署;松山區;寶清段五小段;00470004;2;144;29;0.402777778;第三種住宅區
中華民國;財政部國有財產署;松山區;寶清段五小段;00550002;56;280;2;0.4;第三種住宅區
中華民國;財政部國有財產署;松山區;寶清段五小段;03210000;224;1;1;224;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;00850000;486;1;1;486;第三種住宅區及第三之一種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;00860000;75.1;1;1;75.1;第三種住宅區但是否在第三之一種住宅區(應依建築線或俟地籍測量分割後，再確定)
中華民國;財政部國有財產署;松山區;延吉段一小段;00860001;40;1;1;40;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;00860002;48.9;1;1;48.9;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;00860003;38.07;1;1;38.07;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;00860004;43.38;1;1;43.38;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;00860005;55.15;1;1;55.15;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;00860006;38.66;1;1;38.66;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;00860007;36.97;1;1;36.97;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;00860008;38.35;1;1;38.35;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;00860009;55.17;1;1;55.17;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;00860010;51.78;1;1;51.78;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;00860011;37.26;1;1;37.26;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;00860012;50.76;1;1;50.76;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;00860013;38.35;1;1;38.35;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;00860014;85.1;1;1;85.1;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;00870000;7;5;1;1.4;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;00940000;40;1;1;40;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;00950000;12;1;1;12;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;00960000;38;1;1;38;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;00960003;33;1;1;33;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;00960004;125;1;1;125;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;00960006;5;1;1;5;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;01160000;457;1;1;457;第三種住宅區及第三之一種住宅區
中華民國;國防部政治作戰局;松山區;延吉段一小段;01170000;1015;1;1;1015;第三之一種住宅區
中華民國;國防部軍備局;松山區;延吉段一小段;01190000;161;1;1;161;第三之一種住宅區
中華民國;國防部政治作戰局;松山區;延吉段一小段;01200000;912;1;1;912;第三之一種住宅區
中華民國;國防部政治作戰局;松山區;延吉段一小段;01210001;412;1;1;412;第三種住宅區
中華民國;國防部政治作戰局;松山區;延吉段一小段;01220001;472;1;1;472;第三種住宅區
中華民國;國防部政治作戰局;松山區;延吉段一小段;01240000;458;1;1;458;第三種住宅區及第三之一種住宅區
中華民國;國防部政治作戰局;松山區;延吉段一小段;01270000;52;1;1;52;第三種住宅區
中華民國;國防部政治作戰局;松山區;延吉段一小段;01290000;9;1;1;9;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;01670000;21;1;1;21;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;02820000;81;1;1;81;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;02820002;15;1;1;15;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;02820006;1;1;1;1;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;02820007;7;1;1;7;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;02820008;5;1;1;5;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;02820010;44;1;1;44;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;02820011;11;1;1;11;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;02820012;1;1;1;1;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;02820013;2;1;1;2;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;02820014;7;1;1;7;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;02820015;1;1;1;1;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;02820016;9;1;1;9;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;02820017;15;1;1;15;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;02840001;68;1;1;68;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;04000000;16;1;1;16;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;04760004;4;8528;521;0.244371482;第三種住宅區但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)
中華民國;財政部國有財產署;松山區;延吉段一小段;04760009;1;8528;521;0.061092871;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;04760012;6;8528;521;0.366557223;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;04760013;2;8528;521;0.122185741;第三種住宅區
中華民國;國防部軍備局;松山區;延吉段一小段;05180000;47;1;1;47;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;05190000;478;1;1;478;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;05230000;10;1;1;10;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;05750000;88;1;1;88;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;06460000;134;15;2;17.86666667;第三之一種住宅區(特)
中華民國;財政部國有財產署;松山區;延吉段一小段;06480000;8;1;1;8;第三之一種住宅區(特)
中華民國;財政部國有財產署;松山區;延吉段一小段;06620000;101;1;1;101;第三之一種住宅區(特)
中華民國;財政部國有財產署;松山區;延吉段一小段;06820000;27;1;1;27;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段一小段;07020000;7;1;1;7;第三之一種住宅區(特)
中華民國;財政部國有財產署;松山區;延吉段一小段;07070000;7;1;1;7;第三之一種住宅區(特)
中華民國;財政部國有財產署;松山區;延吉段一小段;07080000;7;1;1;7;第三之一種住宅區(特)
中華民國;財政部國有財產署;松山區;延吉段三小段;01430000;24;1;1;24;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段三小段;02200000;205;1;1;205;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段三小段;02390000;4;1;1;4;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段三小段;02530006;191;18000;4917;52.17483333;第三之一種住宅區(特)
中華民國;財政部國有財產署;松山區;延吉段三小段;02530007;2;18000;4917;0.546333333;第三之一種住宅區(特)
中華民國;財政部國有財產署;松山區;延吉段三小段;06180000;17;1;1;17;第三種住宅區
中華民國;財政部國有財產署;松山區;延吉段三小段;07390000;73;1;1;73;敦化南北路特定專用區(B區)(依都市計畫說明書圖規定辦理)(原屬第參種住宅區)
中華民國;財政部國有財產署;松山區;延吉段三小段;07390002;56;1;1;56;敦化南北路特定專用區(B區)(依都市計畫說明書圖規定辦理)(原屬第參種住宅區)
中華民國;財政部國有財產署;松山區;延吉段三小段;07390003;1;1;1;1;敦化南北路特定專用區(B區)(依都市計畫說明書圖規定辦理)(原屬第參之貳種住宅區)
中華民國;財政部國有財產署;松山區;延吉段三小段;07390004;3;1;1;3;敦化南北路特定專用區(B區)(依都市計畫說明書圖規定辦理)(原屬第參之貳種住宅區)
中華民國;財政部國有財產署;松山區;敦化段一小段;00490000;186;1;1;186;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段一小段;01350001;3;1;1;3;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段一小段;02320003;11;1;1;11;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;松山區;敦化段一小段;02590000;13;1;1;13;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段一小段;02590002;72;1;1;72;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段一小段;02590004;34;1;1;34;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段一小段;02590005;8;1;1;8;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段一小段;02590006;44;1;1;44;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段一小段;02590015;9;1;1;9;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段一小段;02590016;11;1;1;11;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段一小段;02590017;10;1;1;10;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段一小段;02590018;11;1;1;11;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段一小段;02590019;8;1;1;8;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段一小段;02920000;216;1;1;216;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段一小段;02920002;55;1;1;55;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段一小段;02920004;143;1;1;143;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段一小段;02920009;17;1;1;17;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段一小段;02920010;44;1;1;44;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段一小段;03220000;3;1;1;3;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;松山區;敦化段一小段;03220001;74;1;1;74;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區及第參之貳種住宅區)
中華民國;財政部國有財產署;松山區;敦化段一小段;03220002;15;1;1;15;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之貳種住宅區)
中華民國;財政部國有財產署;松山區;敦化段一小段;03220003;3;1;1;3;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之貳種住宅區)
中華民國;財政部國有財產署;松山區;敦化段一小段;03220004;104;1;1;104;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區及第參之貳種住宅區)
中華民國;財政部國有財產署;松山區;敦化段一小段;03220005;43;1;1;43;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之貳種住宅區)
中華民國;財政部國有財產署;松山區;敦化段一小段;03220006;34;1;1;34;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區及第參之貳種住宅區)
中華民國;財政部國有財產署;松山區;敦化段一小段;03220007;96;1;1;96;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之貳種住宅區)
中華民國;財政部國有財產署;松山區;敦化段一小段;03220008;47;1;1;47;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區及第參之貳種住宅區)
中華民國;財政部國有財產署;松山區;敦化段一小段;03220009;67;1;1;67;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區及第參之貳種住宅區)
中華民國;財政部國有財產署;松山區;敦化段一小段;03220010;67;1;1;67;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區及第參之貳種住宅區)
中華民國;財政部國有財產署;松山區;敦化段一小段;03320000;76;1;1;76;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之貳種住宅區)
中華民國;財政部國有財產署;松山區;敦化段一小段;03320002;11;1;1;11;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之貳種住宅區)
中華民國;財政部國有財產署;松山區;敦化段一小段;04230000;56;1;1;56;敦化南北路特定專用區(A區)(依都市計畫說明書圖規定辦理)(原屬第參種住宅區及第參之貳種住宅區)
中華民國;財政部國有財產署;松山區;敦化段一小段;04230007;4;1;1;4;敦化南北路特定專用區(A區)(依都市計畫說明書圖規定辦理)(原屬第參種住宅區及第參之貳種住宅區)
中華民國;財政部國有財產署;松山區;敦化段一小段;04850000;21;1;1;21;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段一小段;04860001;59;24;1;2.458333333;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段一小段;04950001;2;2362608;1152571;0.975676879;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段一小段;05060000;2;1;1;2;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段一小段;05330000;77;2520;338;10.32777778;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段一小段;05460001;13;1;1;13;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段一小段;05560001;5;2304;87;0.188802083;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段一小段;05810000;11;1;1;11;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段一小段;06190001;3;29168;11416;1.174163467;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段一小段;06190002;3;29168;11416;1.174163467;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段一小段;06570000;42.56;2304;87;1.607083333;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;松山區;敦化段一小段;06580000;9;258;12;0.418604651;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;松山區;敦化段一小段;06790001;16;1;1;16;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;臺北市政府工務局新建工程處;松山區;敦化段一小段;06810000;64;1;1;64;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段二小段;01330001;34;1;1;34;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段二小段;01540000;27;8;1;3.375;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段二小段;01570000;97;1;1;97;第三種住宅區
中華民國;臺北市政府工務局新建工程處;松山區;敦化段二小段;01870001;1;1;1;1;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段二小段;02500000;73;1;1;73;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區及第貳種商業區)
中華民國;財政部國有財產署;松山區;敦化段二小段;03270000;21;1;1;21;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段二小段;03610001;2;1;1;2;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段二小段;04730007;62;1;1;62;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段二小段;04730008;3;1;1;3;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;財政部國有財產署;松山區;敦化段三小段;01560012;13;117;4;0.444444444;第三種住宅區
中華民國;臺北市政府工務局新建工程處;松山區;敦化段三小段;01650000;7;1;1;7;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段三小段;03520000;34;1;1;34;第三之一種住宅區(特)
中華民國;財政部國有財產署;松山區;敦化段三小段;03960002;29;1;1;29;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;財政部國有財產署;松山區;敦化段三小段;05250000;34;1;1;34;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段三小段;05880002;26;1;1;26;第三種住宅區
中華民國;財政部國有財產署;松山區;敦化段三小段;05900002;27;1;1;27;第二種商業區
中華民國;財政部國有財產署;信義區;逸仙段二小段;00210000;34;1;1;34;第參種工業區
中華民國;交通部高速鐵路工程局;信義區;逸仙段二小段;00330007;1133;1;1;1133;第參種工業區
中華民國;交通部台灣鐵路管理局;信義區;逸仙段二小段;00330007;1133;1;1;1133;第參種工業區
中華民國;交通部高速鐵路工程局;信義區;逸仙段二小段;00330013;118;1;1;118;第參種工業區
中華民國;交通部台灣鐵路管理局;信義區;逸仙段二小段;00330013;118;1;1;118;第參種工業區
中華民國;交通部高速鐵路工程局;信義區;逸仙段二小段;00330014;4;1;1;4;第參種工業區
中華民國;交通部台灣鐵路管理局;信義區;逸仙段二小段;00330014;4;1;1;4;第參種工業區
中華民國;交通部高速鐵路工程局;信義區;逸仙段二小段;00330015;40;1;1;40;第參種工業區
中華民國;交通部台灣鐵路管理局;信義區;逸仙段二小段;00330015;40;1;1;40;第參種工業區
中華民國;交通部高速鐵路工程局;信義區;逸仙段二小段;00330029;856;1;1;856;第參種工業區
中華民國;交通部台灣鐵路管理局;信義區;逸仙段二小段;00330029;856;1;1;856;第參種工業區
中華民國;交通部台灣鐵路管理局;信義區;逸仙段二小段;00360000;130;1;1;130;第參種工業區
中華民國;交通部台灣鐵路管理局;信義區;逸仙段二小段;00370000;48;1;1;48;第參種工業區
中華民國;交通部台灣鐵路管理局;信義區;逸仙段二小段;00500000;195;1;1;195;第三之二種住宅區
中華民國;財政部國有財產署;信義區;逸仙段二小段;00790002;59;1;1;59;第四種住宅區及道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)
中華民國;內政部警政署刑事警察局;信義區;逸仙段二小段;01260000;14;36;2;0.777777778;第四種住宅區
中華民國;財政部國有財產署;信義區;逸仙段二小段;01680001;44;1;1;44;第四種住宅區
中華民國;財政部國有財產署;信義區;逸仙段二小段;02000001;29;1;1;29;第四種住宅區
中華民國;財政部國有財產署;信義區;逸仙段二小段;02470000;114;1;1;114;第四種住宅區
中華民國;財政部國有財產署;信義區;逸仙段二小段;02480000;2;1;1;2;第四種住宅區
中華民國;財政部國有財產署;信義區;逸仙段二小段;03410000;36;16;6;13.5;第參種工業區
中華民國;交通部台灣鐵路管理局;信義區;逸仙段二小段;03470000;145;1;1;145;第參種工業區
中華民國;財政部財政資訊中心;信義區;逸仙段二小段;03530009;108;1;1;108;第參種工業區
中華民國;財政部財政資訊中心;信義區;逸仙段二小段;03530010;14;1;1;14;第參種工業區
中華民國;中央研究院;信義區;逸仙段二小段;03530014;234;1;1;234;第參種工業區
中華民國;財政部國有財產署;信義區;逸仙段二小段;04780000;5;28;1;0.178571429;第四之一種住宅區(特)(國父紀念館特定專用區)
中華民國;國防部政治作戰局;信義區;逸仙段三小段;00140003;32;1;1;32;第四之一種住宅區(特)
中華民國;國防部政治作戰局;信義區;逸仙段三小段;00140005;119;1;1;119;第四之一種住宅區(特)
中華民國;國防部政治作戰局;信義區;逸仙段三小段;00160000;190;1;1;190;第四之一種住宅區(特)
中華民國;國防部軍備局;信義區;逸仙段三小段;00350000;62;1;1;62;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;財政部國有財產署;信義區;逸仙段三小段;01140001;1;1;1;1;第四之一種住宅區(特)(依都市計畫說明書圖規定辦理
中華民國;財政部國有財產署;信義區;逸仙段三小段;01150000;5;1;1;5;第四種住宅區(特)(國父紀念館特定專用區)
中華民國;國防部政治作戰局;信義區;逸仙段三小段;01160000;853;1;1;853;第四之一種住宅區(特)
中華民國;財政部國有財產署;信義區;逸仙段三小段;04390001;3;1;1;3;第四種住宅區(特)
中華民國;財政部國有財產署;松山區;濱江段四小段;02860037;3;1;1;3;住宅用地(民生社區特定專用區)
中華民國;財政部國有財產署;信義區;三興段一小段;00600005;15;1;1;15;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;財政部國有財產署;信義區;三興段一小段;00600006;4;1;1;4;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;財政部國有財產署;信義區;三興段一小段;01190000;440;1;1;440;第三種住宅區
中華民國;財政部國有財產署;信義區;三興段一小段;01200003;29;1;1;29;第三種住宅區
中華民國;財政部國有財產署;信義區;三興段一小段;01580002;2;1;1;2;第貳種商業區(依都市計畫說明書圖規定辦理，始得作第貳種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;信義區;三興段一小段;02980002;3;1;1;3;第三種住宅區
中華民國;財政部國有財產署;信義區;三興段一小段;05270000;1;1;1;1;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;臺北市信義區三興國民小學;信義區;三興段一小段;07040000;36;1;1;36;第三種住宅區
中華民國;臺北市政府工務局新建工程處;信義區;三興段一小段;08340003;38;1;1;38;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區及第貳種商業區)
中華民國;財政部國有財產署;信義區;三興段一小段;10410003;8;1;1;8;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;國防部政治作戰局;信義區;三興段一小段;10760000;38;1;1;38;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;財政部國有財產署;信義區;三興段一小段;11240000;33;126;21;5.5;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
